gene_symbol,s_het,s_het_lower95,s_het_upper95,NFE_s_het,NFE_s_het_lower95,NFE_s_het_upper95,rank,quintile,decile,U,N,NFE_N,n,NFE_n
AHSP,0.004068948,0.00203,0.00807,0.00374,0,0,13746,5,9,2.36E-07,118380.0917,66646.5,8,4
SPATA5,0.004068099,0.00322,0.00515,0.00403,0,0,13747,5,9,2.29E-06,118198.0795,64257.6,69,55
MMP9,0.004063955,0.00307,0.00538,0.00401,0,0,13748,5,9,1.70E-06,111241.5634,65710.1538,49,34
TIGD3,0.004062313,0.00284,0.00581,0.00398,0,0,13749,5,9,9.72E-07,118865.4874,65833.8571,30,13
OTUD3,0.004060328,0.00289,0.00571,0.00398,0,0,13750,5,9,1.12E-06,113981.7143,66147.25,33,6
FAM150B,0.004058752,0.0023,0.00712,0.00384,0,0,13751,5,9,4.75E-07,92832.38806,66738,12,6
ZIC4,0.004058694,0.00274,0.006,0.00396,0,0,13752,5,9,9.36E-07,101642.3055,65333.6,25,8
PCDHGB3,0.004058637,0.00294,0.0056,0.00399,0,0,13753,5,9,1.34E-06,107342.5114,64548.5,37,24
FAM213A,0.004055842,0.00265,0.00621,0.00393,0,0,13754,5,9,6.79E-07,118650.7925,66615.4286,21,9
C5orf46,0.004052094,0.00202,0.00804,0.00373,0,0,13755,5,9,2.61E-07,106556.1818,66452,8,7
NXPE1,0.004049851,0.00248,0.0066,0.00389,0,0,13756,5,9,5.19E-07,115976.9018,65841.4545,16,2
OR2Z1,0.004049556,0.00217,0.00749,0.00379,0,0,13757,5,9,2.97E-07,120844.2822,66704,10,5
C6orf25,0.004048744,0.00255,0.00641,0.00391,0,0,13758,5,9,6.11E-07,111738.5188,60237,18,4
METTL8,0.004048732,0.00274,0.00599,0.00395,0,0,13759,5,9,1.11E-06,85489.14961,48881.8462,25,12
IL2RB,0.004047632,0.00294,0.00559,0.00398,0,0,13760,5,9,1.36E-06,105468.4589,65498,37,3
ANKZF1,0.004046889,0.00322,0.0051,0.00401,0,0,13761,5,9,2.41E-06,116747.3654,66100.4762,72,22
FSIP1,0.004044986,0.00286,0.00572,0.00397,0,0,13762,5,9,1.08E-06,113996.0202,64310.8333,32,17
IL11RA,0.004041098,0.00296,0.00553,0.00398,0,0,13763,5,9,1.29E-06,117271.8091,64736.0909,39,12
L3MBTL1,0.004038798,0.00317,0.00515,0.004,0,0,13764,5,9,2.41E-06,104776.3254,60680.5333,65,28
TTC39B,0.004037253,0.00311,0.00525,0.00399,0,0,13765,5,9,1.96E-06,110242.8463,63834.4,56,35
NAGK,0.004037017,0.00279,0.00584,0.00395,0,0,13766,5,9,1.06E-06,100676.0774,62786.4615,28,12
OR1N1,0.004035401,0.00234,0.00693,0.00384,0,0,13767,5,9,4.02E-07,119059.6269,65381,13,9
HOGA1,0.004035258,0.00268,0.00607,0.00392,0,0,13768,5,9,7.63E-07,113358.112,62636,23,8
NEK4,0.004034695,0.00325,0.00502,0.00401,0,0,13769,5,9,2.71E-06,116900.8545,66569.5833,81,42
CCNH,0.004033873,0.00277,0.00588,0.00394,0,0,13770,5,9,9.10E-07,112743.1928,62194,27,4
ADRA2B,0.004031022,0.00263,0.00617,0.00391,0,0,13771,5,9,7.51E-07,104307.5369,63672.4,21,4
MRPL44,0.004027834,0.00257,0.0063,0.00389,0,0,13772,5,9,6.15E-07,116965.7597,65482.75,19,11
FBXL13,0.004027832,0.00311,0.00522,0.00399,0,0,13773,5,9,2.03E-06,108167.9019,63642.1,57,27
OR6F1,0.004027375,0.00216,0.00744,0.00377,0,0,13774,5,9,2.97E-07,120134.226,66719.6,10,8
CWF19L1,0.004026928,0.00302,0.00538,0.00397,0,0,13775,5,9,1.48E-06,118401.1398,66562.75,46,30
AC093157.1,0.0040266,0.00166,0.0095,0.00351,0,0,13776,5,9,1.57E-07,98991.57895,49318,5,2
TSPAN8,0.00402535,0.00263,0.00617,0.0039,0,0,13777,5,9,7.00E-07,114198.0145,60926.8,21,17
AIFM3,0.004023293,0.00308,0.00525,0.00398,0,0,13778,5,9,1.95E-06,106284.3495,60964.8889,54,33
VNN1,0.00402259,0.00274,0.0059,0.00393,0,0,13779,5,9,8.35E-07,117694.1,66140.3636,26,7
CATSPER3,0.004019542,0.00272,0.00594,0.00392,0,0,13780,5,9,7.87E-07,119666.1973,66669.4286,25,6
TGM2,0.004019426,0.00298,0.00542,0.00396,0,0,13781,5,9,1.61E-06,101139.1292,56027.6842,43,12
GGT6,0.004019267,0.0025,0.00645,0.00387,0,0,13782,5,9,6.82E-07,93455.96056,45363.25,17,10
WDSUB1,0.004018287,0.00281,0.00574,0.00393,0,0,13783,5,9,1.01E-06,113106.6597,60982,30,22
C12orf65,0.004018157,0.00242,0.00665,0.00385,0,0,13784,5,9,4.63E-07,120264.4681,66344,15,3
CCDC14,0.004018062,0.00307,0.00526,0.00397,0,0,13785,5,9,2.25E-06,90202.89134,50302.6667,53,36
SP140L,0.004018044,0.00305,0.0053,0.00397,0,0,13786,5,9,1.80E-06,106056.3469,53031.2,50,18
C11orf63,0.004017776,0.00307,0.00526,0.00397,0,0,13787,5,9,1.70E-06,119377.3448,66302.6316,53,24
LMBR1,0.004017442,0.00304,0.00532,0.00397,0,0,13788,5,9,1.87E-06,99922.05934,65256.8889,49,46
INPP5J,0.004015351,0.00292,0.00552,0.00395,0,0,13789,5,9,1.68E-06,84871.48287,59951,38,14
KATNAL2,0.004015202,0.00295,0.00547,0.00395,0,0,13790,5,9,1.40E-06,110213.1377,66380.2222,40,10
EDNRB,0.00401451,0.0029,0.00556,0.00395,0,0,13791,5,9,1.26E-06,109692.9659,63027,36,5
OAZ3,0.004013691,0.00246,0.00654,0.00385,0,0,13792,5,9,5.96E-07,100052.4883,63437.3333,16,7
SIN3B,0.004013313,0.00317,0.00509,0.00398,0,0,13793,5,9,2.51E-06,104743.7612,66224,68,42
C11orf82,0.004011136,0.00303,0.00532,0.00396,0,0,13794,5,9,1.57E-06,116265.7292,65391.8824,48,17
SAMD9,0.004011019,0.00323,0.005,0.00398,0,0,13795,5,9,2.57E-06,120966.5837,66508.5,80,32
TNFAIP6,0.00401066,0.00264,0.00608,0.00389,0,0,13796,5,9,7.10E-07,117814.0675,66547.3333,22,15
PLSCR4,0.004009144,0.00264,0.00608,0.00389,0,0,13797,5,9,7.47E-07,109632.0667,62384,22,6
NPS,0.004004738,0.00179,0.0088,0.00358,0,0,13798,5,9,1.62E-07,120043.4833,66493.6,6,2
SDHA,0.004004549,0.00309,0.00519,0.00396,0,0,13799,5,9,1.98E-06,110234.8953,66379.8571,57,43
GIF,0.004003958,0.00277,0.0058,0.00391,0,0,13800,5,9,8.85E-07,119555.875,66715.3333,28,23
CPN1,0.004001825,0.00282,0.00569,0.00392,0,0,13801,5,9,9.86E-07,119425.55,66377.2727,31,12
MYEOV,0.004001664,0.00241,0.00662,0.00383,0,0,13802,5,9,5.05E-07,109788.4906,66664.4,15,9
MAP7D3,0.004001185,0.00297,0.0054,0.00394,0,0,13803,5,9,1.96E-06,82682.94231,47435.4,43,32
SDHAF2,0.00400054,0.00215,0.0074,0.00374,0,0,13804,5,9,3.28E-07,108002.274,66368.4,10,8
ADRA1A,0.003999478,0.00252,0.00634,0.00386,0,0,13805,5,9,6.39E-07,105492.5562,65748.6667,18,15
ADH7,0.003997881,0.00261,0.00612,0.00388,0,0,13806,5,9,7.22E-07,109938.0821,63915.4545,21,11
CNGB1,0.003997671,0.00324,0.00494,0.00397,0,0,13807,5,9,2.93E-06,113927.9231,65634.8108,86,33
MAD1L1,0.003996638,0.00304,0.00526,0.00395,0,0,13808,5,9,1.96E-06,98897.04977,60705.1111,51,36
NAT8,0.003995186,0.00221,0.00718,0.00376,0,0,13809,5,9,3.34E-07,117870.8507,66739,11,6
PARP2,0.003992915,0.00307,0.0052,0.00395,0,0,13810,5,9,1.78E-06,117765.0523,66590.5714,55,14
CTRC,0.003992625,0.00263,0.00606,0.00388,0,0,13811,5,9,7.28E-07,114368.2936,63189.5556,22,4
ISM2,0.003989937,0.00291,0.00548,0.00393,0,0,13812,5,9,1.29E-06,112651.296,65051.4,38,32
GAL,0.003987122,0.00248,0.0064,0.00384,0,0,13813,5,9,5.95E-07,106229.1573,58725.4286,17,8
MRPL23,0.003986263,0.00214,0.00737,0.00373,0,0,13814,5,9,4.48E-07,78770.11465,57019.25,10,2
LAP3,0.00398543,0.00289,0.0055,0.00392,0,0,13815,5,9,1.28E-06,110285.6977,66441,37,3
OR2M7,0.003982063,0.0022,0.00716,0.00375,0,0,13816,5,9,3.27E-07,119972.4246,65878.6667,11,6
ZNF426,0.003979485,0.00299,0.0053,0.00393,0,0,13817,5,9,1.47E-06,120444.8571,66710.8889,47,22
SULT2A1,0.003978923,0.00271,0.00584,0.00388,0,0,13818,5,9,8.12E-07,119655.5623,66440,26,5
GJB7,0.003977881,0.00214,0.00735,0.00372,0,0,13819,5,9,2.92E-07,120579.8701,66563.6667,10,3
RECQL5,0.003973586,0.00311,0.00508,0.00394,0,0,13820,5,9,2.26E-06,108110.7981,59239.3333,64,48
MRPL46,0.003972531,0.00271,0.00583,0.00388,0,0,13821,5,9,8.55E-07,113447.0301,62308.2,26,18
FGF5,0.003971786,0.0025,0.00629,0.00383,0,0,13822,5,9,5.86E-07,114206.3698,65870.8571,18,13
ZNF630,0.003971713,0.00253,0.00622,0.00384,0,0,13823,5,9,9.08E-07,76183.78229,39253.2,19,2
ALS2CR12,0.003968279,0.00292,0.00539,0.00391,0,0,13824,5,9,1.32E-06,118494.2545,66477.25,41,16
FHOD1,0.003968134,0.00316,0.00499,0.00394,0,0,13825,5,9,2.51E-06,113014.1383,64885,74,57
APOA5,0.003965865,0.00261,0.00602,0.00385,0,0,13826,5,9,7.67E-07,105559.2218,65228.8889,22,13
UBQLN3,0.003965541,0.00268,0.00586,0.00387,0,0,13827,5,9,7.72E-07,120276.3827,65562.4,25,11
SLC46A2,0.003963447,0.00272,0.00578,0.00387,0,0,13828,5,9,8.47E-07,118924.231,65589.4286,27,8
CAPS2,0.00396305,0.00302,0.0052,0.00392,0,0,13829,5,9,2.07E-06,94736.58699,61130.5333,52,27
C1orf210,0.00396181,0.00197,0.00786,0.00364,0,0,13830,5,9,2.27E-07,119530.24,66318,8,4
PAMR1,0.003961647,0.00313,0.00502,0.00393,0,0,13831,5,9,2.27E-06,116026.5933,62389.0667,69,47
ZCCHC16,0.003959394,0.00239,0.00655,0.00379,0,0,13832,5,9,6.53E-07,83966.28571,47835.8,15,10
PRNT,0.003958752,0.00124,0.0117,0.00313,0,0,13833,5,9,1.00E-07,73229.63934,60410,3,3
USHBP1,0.003958332,0.00312,0.00503,0.00392,0,0,13834,5,9,2.31E-06,110492.0485,64011.5455,67,31
CDC42EP1,0.003955353,0.00229,0.00679,0.00376,0,0,13835,5,9,4.83E-07,97020.32335,55017.4286,13,5
IGFL2,0.003954722,0.00197,0.00784,0.00364,0,0,13836,5,9,2.82E-07,96028.90798,58436,8,2
ZNF480,0.003953617,0.00297,0.00526,0.0039,0,0,13837,5,9,1.51E-06,116457.4545,66590.8333,47,28
MDH1B,0.003952814,0.00289,0.00541,0.00389,0,0,13838,5,9,1.26E-06,117365.2843,66434.3333,39,23
ZSCAN31,0.00395144,0.00289,0.00541,0.00389,0,0,13839,5,9,1.27E-06,116399.4831,66224,39,16
C11orf85,0.003950393,0.00249,0.00626,0.00381,0,0,13840,5,9,6.34E-07,104969.1203,64504.8571,18,15
CWH43,0.003950379,0.003,0.00521,0.0039,0,0,13841,5,9,1.66E-06,112982.7003,66319.9048,50,16
IQCG,0.003949652,0.00282,0.00553,0.00388,0,0,13842,5,9,1.06E-06,120764.448,66538.3158,34,18
ETV7,0.003949595,0.00281,0.00555,0.00388,0,0,13843,5,9,1.19E-06,104251.125,53679.3333,33,8
CDC25C,0.003949487,0.00282,0.00553,0.00388,0,0,13844,5,9,1.15E-06,111308.509,66502,34,6
EXO5,0.00394927,0.00245,0.00634,0.0038,0,0,13845,5,9,5.20E-07,120349.1243,66279.6,17,4
CCDC63,0.00394897,0.00305,0.00512,0.00391,0,0,13846,5,9,1.81E-06,118853.1248,66302.6667,57,40
C14orf119,0.003948057,0.00229,0.00678,0.00375,0,0,13847,5,9,3.97E-07,117807.4677,66711.6,13,8
CRYGB,0.003947683,0.00242,0.00643,0.00379,0,0,13848,5,9,4.94E-07,118639.0851,65859.4,16,6
MICU1,0.003945288,0.00286,0.00544,0.00388,0,0,13849,5,9,1.56E-06,87186.2957,53388.25,37,19
MLF1,0.003942558,0.00281,0.00554,0.00387,0,0,13850,5,9,1.27E-06,97503.96104,62020,33,12
ZNF600,0.003941947,0.00276,0.00564,0.00386,0,0,13851,5,9,9.26E-07,120933.5024,66727.2857,30,9
ZNF280A,0.00394141,0.00266,0.00583,0.00384,0,0,13852,5,9,7.65E-07,120603.593,66647.2727,25,7
RTBDN,0.0039414,0.00254,0.0061,0.00382,0,0,13853,5,9,7.66E-07,94719.15756,48945.8,20,8
MRPS15,0.003938616,0.00282,0.00551,0.00387,0,0,13854,5,9,1.07E-06,119290.1254,66215.5,34,28
SDPR,0.003938029,0.00262,0.00592,0.00383,0,0,13855,5,9,7.28E-07,118164.7483,66598.6667,23,4
ATHL1,0.003936802,0.003,0.00517,0.00389,0,0,13856,5,9,1.85E-06,105271.687,61764.2667,52,32
IFIT1B,0.003933387,0.00274,0.00566,0.00385,0,0,13857,5,9,8.94E-07,120579.8667,66506.1667,29,11
CCDC15,0.003933107,0.00304,0.0051,0.00389,0,0,13858,5,9,2.50E-06,85691.07877,49556.6667,57,26
LRRC30,0.003932955,0.00223,0.0069,0.00372,0,0,13859,5,9,3.57E-07,119461.7143,66560.2222,12,5
ZNF321P,0.003932191,0.00233,0.00662,0.00375,0,0,13860,5,9,4.45E-07,113490.4171,66520.6667,14,2
C10orf113,0.003930289,0.00186,0.00816,0.00357,0,0,13861,5,9,1.96E-07,117177.481,66219.3333,7,4
RNASE10,0.003930202,0.00217,0.00706,0.0037,0,0,13862,5,9,3.36E-07,115137.1316,66164,11,2
CBR4,0.003927922,0.00247,0.00622,0.00379,0,0,13863,5,9,6.26E-07,105682.1499,60843,18,10
SLC9A4,0.003927476,0.00298,0.00518,0.00388,0,0,13864,5,9,1.58E-06,117985.6374,65337.3846,50,7
RXFP1,0.003926817,0.00302,0.00512,0.00388,0,0,13865,5,9,1.88E-06,109584.3714,65560,55,29
CFHR4,0.003923281,0.00292,0.00527,0.00387,0,0,13866,5,9,1.46E-06,111417.8128,62782.3529,44,9
ADAMTSL5,0.00392309,0.00278,0.00555,0.00385,0,0,13867,5,9,1.46E-06,79167.67793,54523.2,32,10
CYP2C9,0.003920347,0.00265,0.0058,0.00382,0,0,13868,5,9,7.64E-07,120085.5358,65398,25,1
B3GAT2,0.003919647,0.00244,0.00629,0.00377,0,0,13869,5,9,6.58E-07,94365.58249,54275.7778,17,11
CLEC4F,0.003916893,0.00283,0.00543,0.00385,0,0,13870,5,9,1.20E-06,112288.3932,66271.5,36,13
PSD2,0.003916084,0.00297,0.00517,0.00387,0,0,13871,5,9,1.59E-06,116888.8615,63854,50,44
ZNF530,0.003915084,0.00294,0.00523,0.00386,0,0,13872,5,9,1.47E-06,115743.8496,66559.8667,46,25
DNAJC19,0.003913993,0.00222,0.00687,0.0037,0,0,13873,5,9,5.24E-07,80972.59,66581.5,12,4
TJP3,0.003911671,0.00316,0.00485,0.00389,0,0,13874,5,9,3.14E-06,100229.2657,56678.0741,83,23
ATP6AP1L,0.003911386,0.0026,0.00588,0.0038,0,0,13875,5,9,7.08E-07,120655.7935,66714,23,19
SH3BGR,0.003909158,0.00236,0.00647,0.00374,0,0,13876,5,9,4.76E-07,113658.0316,66675.6667,15,2
PATE2,0.003908923,0.00203,0.00746,0.00363,0,0,13877,5,9,2.55E-07,120176.4714,66521.2,9,3
QTRTD1,0.003908215,0.00285,0.00537,0.00384,0,0,13878,5,9,1.25E-06,113803.3897,65956.2857,38,28
CCDC74A,0.00390819,0.00255,0.00599,0.00379,0,0,13879,5,9,8.11E-07,93483.125,65718.25,21,3
CCDC73,0.003907025,0.00306,0.005,0.00387,0,0,13880,5,9,2.16E-06,109349.966,60790.7826,63,12
GPR110,0.003906697,0.00299,0.00512,0.00386,0,0,13881,5,9,1.70E-06,115946.2264,66080,53,26
RNF151,0.003905676,0.00195,0.00775,0.00359,0,0,13882,5,9,3.99E-07,66947.25714,44058.3333,8,5
ECE2,0.003904958,0.0031,0.00493,0.00387,0,0,13883,5,9,2.41E-06,110915.5498,64541.4483,71,47
DEFB134,0.003901575,0.00161,0.0092,0.0034,0,0,13884,5,9,1.24E-07,120790.68,66470,5,0
TMCO4,0.003899359,0.003,0.00508,0.00386,0,0,13885,5,9,1.78E-06,114899.9608,65179.5556,55,16
TMEM261,0.003899038,0.00174,0.00856,0.00348,0,0,13886,5,9,1.71E-07,110320.8942,65430,6,3
GP2,0.003898953,0.00293,0.00519,0.00385,0,0,13887,5,9,1.56E-06,111095.0276,62877.3333,47,37
SETD9,0.003898847,0.00269,0.00564,0.00381,0,0,13888,5,9,9.15E-07,112475.0194,66022.5714,28,18
FDXACB1,0.003896545,0.00274,0.00554,0.00382,0,0,13889,5,9,1.05E-06,109086.4954,58389.4545,31,15
SRCRB4D,0.003893425,0.00282,0.00537,0.00383,0,0,13890,5,9,1.54E-06,87088.97768,62402.4444,37,7
ZNF570,0.003893131,0.00278,0.00545,0.00382,0,0,13891,5,9,1.13E-06,111607.0207,66482,34,28
FAM111B,0.003892872,0.0029,0.00523,0.00384,0,0,13892,5,9,1.39E-06,118730.7399,66330.8,44,18
SLC17A1,0.003892507,0.00284,0.00535,0.00383,0,0,13893,5,9,1.20E-06,118054.102,65836.5333,38,24
ACAA2,0.003891334,0.00274,0.00553,0.00381,0,0,13894,5,9,1.04E-06,109982.5092,66390.3333,31,7
ZNF615,0.003890499,0.00305,0.00496,0.00386,0,0,13895,5,9,2.09E-06,116241.0958,66688.3,65,43
STEAP2,0.003889998,0.00286,0.0053,0.00383,0,0,13896,5,9,1.33E-06,112293.8125,65545.2,40,37
AMDHD1,0.003888694,0.00269,0.00563,0.0038,0,0,13897,5,9,9.13E-07,112415.4158,60088.2222,28,14
NEK2,0.003888147,0.00296,0.00512,0.00384,0,0,13898,5,9,1.62E-06,116270.4985,63376.7692,51,36
COA3,0.003887991,0.0023,0.00655,0.00371,0,0,13899,5,9,4.20E-07,118824.3699,66354,14,9
WDR49,0.003882227,0.00297,0.00508,0.00384,0,0,13900,5,9,1.87E-06,104718.5007,65444.3158,53,28
ATP6AP1,0.003881426,0.00262,0.00574,.,.,.,13901,5,9,1.19E-06,76295.07666,3217,25,7
HEPHL1,0.003879357,0.00316,0.00478,0.00386,0,0,13902,5,9,3.12E-06,107477.4895,61351.9512,89,38
PPDPF,0.003879354,0.00201,0.00741,0.0036,0,0,13903,5,9,3.11E-07,97728.14286,61343,9,3
PTPN7,0.003878588,0.00291,0.00518,0.00383,0,0,13904,5,9,1.63E-06,103363.479,50913.0769,46,32
GP5,0.003876081,0.00244,0.00614,0.00374,0,0,13905,5,9,6.44E-07,101319.0513,62192.25,18,3
ZNF155,0.003876039,0.00273,0.00551,0.0038,0,0,13906,5,9,9.62E-07,118414.817,61815.7143,31,9
CD3G,0.003873585,0.0025,0.006,0.00375,0,0,13907,5,9,6.36E-07,114705.76,66189.5,20,9
MMP7,0.003870011,0.00266,0.00564,0.00378,0,0,13908,5,9,8.48E-07,115862.2767,65528.9231,27,10
C5orf34,0.003869685,0.00294,0.00511,0.00382,0,0,13909,5,9,1.58E-06,116174.6855,64197.7778,50,26
TCF19,0.003869653,0.0026,0.00577,0.00377,0,0,13910,5,9,8.39E-07,103257.3562,62643,24,19
C9orf84,0.003868211,0.00316,0.00474,0.00385,0,0,13911,5,9,3.13E-06,111762.3053,63538.963,93,49
OR2D3,0.003867514,0.00229,0.00651,0.00369,0,0,13912,5,9,4.19E-07,118447.8692,66168,14,3
OR2M2,0.003867166,0.00219,0.00678,0.00366,0,0,13913,5,9,3.46E-07,121071.6941,66632.4,12,1
LMBR1L,0.003866349,0.00291,0.00515,0.00382,0,0,13914,5,9,1.54E-06,111553.1333,65732.2,47,36
AKR1E2,0.003866223,0.00272,0.0055,0.00379,0,0,13915,5,9,9.89E-07,114879.1626,66546.75,31,21
CEACAM5,0.003860831,0.00283,0.00526,0.0038,0,0,13916,5,9,1.30E-06,113998.6106,64844,40,7
CA14,0.0038608,0.00279,0.00535,0.00379,0,0,13917,5,9,1.14E-06,116450.7609,66502.6667,36,17
AP4S1,0.003860223,0.0024,0.0062,0.00372,0,0,13918,5,9,6.00E-07,101852.7885,66690.75,17,6
RLN2,0.00385964,0.00219,0.00677,0.00365,0,0,13919,5,9,3.65E-07,114532.0976,66175.3333,12,5
CREB3L4,0.00385503,0.00263,0.00566,0.00376,0,0,13920,5,9,8.10E-07,116048.132,63055.5556,26,14
KCNAB3,0.003854278,0.00296,0.00502,0.00381,0,0,13921,5,9,1.96E-06,103094.1284,63189.2632,55,36
OR9G4,0.003853671,0.00224,0.00661,0.00366,0,0,13922,5,9,3.76E-07,121247.5964,66601.2,13,5
NQO1,0.00385306,0.00256,0.00579,0.00375,0,0,13923,5,9,7.16E-07,117474.2609,66524.4615,23,11
TRIB3,0.003852771,0.00271,0.00548,0.00378,0,0,13924,5,9,9.79E-07,115633.2828,64613.2857,31,9
IFNL1,0.00385268,0.00232,0.00637,0.00369,0,0,13925,5,9,4.42E-07,120547.3047,66214.8571,15,6
PLD2,0.003849699,0.00312,0.00475,0.00383,0,0,13926,5,9,2.75E-06,118183.7762,65345.92,87,50
KIF16B,0.003849386,0.00316,0.0047,0.00383,0,0,13927,5,9,3.16E-06,115022.8112,65750.08,97,33
SIGLEC15,0.003849238,0.00223,0.00661,0.00366,0,0,13928,5,9,6.04E-07,75386.85385,55067.7143,13,1
BCS1L,0.003847361,0.00296,0.00501,0.00381,0,0,13929,5,9,1.68E-06,120052.0687,66201.6,55,34
TRPV3,0.003845641,0.00298,0.00497,0.00381,0,0,13930,5,9,1.97E-06,110140.2118,64277.5455,59,29
ZSCAN10,0.00384493,0.00272,0.00544,0.00377,0,0,13931,5,9,1.27E-06,91976.85114,49857.6667,32,8
TMIE,0.003843794,0.00218,0.00674,0.00364,0,0,13932,5,9,3.65E-07,114032.5185,66612,12,9
SLMO1,0.003842558,0.00223,0.0066,0.00365,0,0,13933,5,9,4.96E-07,91633.28492,46600.6667,13,6
SPINK13,0.00384073,0.00212,0.0069,0.00362,0,0,13934,5,9,3.15E-07,119828.6095,66649,11,3
PRSS1,0.003840229,0.0025,0.00588,0.00372,0,0,13935,5,9,7.18E-07,106047.9063,66738,21,16
TIMM22,0.003839753,0.00212,0.0069,0.00362,0,0,13936,5,9,3.27E-07,115399.8122,65782,11,1
NDUFB2,0.003839011,0.00182,0.00797,0.00349,0,0,13937,5,9,2.51E-07,89134.67,66646,7,2
C13orf35,0.003838357,0.00212,0.0069,0.00361,0,0,13938,5,9,3.29E-07,114653.7117,64109.5,11,5
SYDE2,0.003837473,0.00305,0.00484,0.00381,0,0,13939,5,9,2.59E-06,102851.5324,63124.8182,72,52
LILRA4,0.003833625,0.00276,0.00534,0.00377,0,0,13940,5,9,1.08E-06,118476.946,65715.4667,35,15
BAHD1,0.003832947,0.00297,0.00496,0.00379,0,1,13941,5,9,1.83E-06,116065.8727,66224,58,0
PEX2,0.003831279,0.00244,0.006,0.0037,0,0,13942,5,9,6.18E-07,110511.9362,66705.3333,19,15
LACE1,0.003831225,0.00282,0.0052,0.00377,0,0,13943,5,9,1.34E-06,112581.7191,66022.3636,41,12
TYW5,0.003829882,0.00275,0.00533,0.00376,0,0,13944,5,9,1.11E-06,115158.4931,64087.1667,35,16
TRPV1,0.003829082,0.00289,0.00508,0.00378,0,0,13945,5,9,1.91E-06,91040.58293,51022.5,48,27
SLC14A2,0.00382885,0.00301,0.00489,0.00379,0,0,13946,5,9,2.04E-06,117140.5565,65888.2609,65,16
RNF148,0.003825545,0.00238,0.00614,0.00368,0,0,13947,5,9,5.27E-07,114875.2358,66614.3333,17,4
R3HDM4,0.003824858,0.00241,0.00606,0.00369,0,0,13948,5,9,6.50E-07,99004.1828,44107,18,12
PRSS27,0.003821741,0.00234,0.00622,0.00367,0,0,13949,5,9,7.04E-07,80475.525,41260.8889,16,3
C10orf55,0.003819368,0.0017,0.00839,0.00341,0,0,13950,5,9,1.77E-07,104102.1782,48855.3333,6,1
HAPLN3,0.003818752,0.00256,0.00569,0.00372,0,0,13951,5,9,8.13E-07,105087.2241,61570.8889,24,10
CLEC4D,0.003813445,0.00246,0.0059,0.00369,0,0,13952,5,9,6.27E-07,114481.2489,64786.2857,20,9
FRMPD2,0.003810893,0.00312,0.00467,0.00379,0,0,13953,5,9,2.98E-06,116887.4118,66217.1429,94,51
B3GALNT1,0.003809898,0.0024,0.00604,0.00367,0,0,13954,5,9,6.23E-07,102874.5104,66690,18,12
VPREB1,0.003809213,0.0019,0.00756,0.0035,0,0,13955,5,9,2.39E-07,108735.5302,66035,8,4
NOBOX,0.003802496,0.00278,0.0052,0.00374,0,0,13956,5,9,1.51E-06,91656.97797,63543.3333,39,17
ADSSL1,0.003802083,0.0028,0.00516,0.00375,0,0,13957,5,9,1.42E-06,105407.5847,65597.3333,41,18
FPGT,0.003801307,0.00271,0.00535,0.00373,0,0,13958,5,9,1.04E-06,114651.026,66055.6364,33,14
OR2L2,0.003801088,0.00216,0.00667,0.0036,0,0,13959,5,9,3.43E-07,119913.9186,66730.6667,12,7
ST6GALNAC1,0.003800621,0.0028,0.00516,0.00374,0,0,13960,5,9,1.28E-06,116890.2775,65930.375,41,23
SERPINB13,0.003799747,0.00259,0.00558,0.00371,0,0,13961,5,9,8.59E-07,107786.2406,66225.25,26,8
C16orf45,0.003799133,0.00216,0.00666,0.0036,0,1,13962,5,9,4.32E-07,95157.35211,37361,12,0
RPH3AL,0.003797232,0.00278,0.0052,0.00374,0,0,13963,5,9,1.31E-06,108311.3013,65259.6667,39,15
CAPG,0.003796283,0.00264,0.00546,0.00371,0,0,13964,5,9,9.45E-07,109935.1267,59480.8333,29,10
NLRP9,0.003794315,0.00295,0.00489,0.00376,0,0,13965,5,9,1.87E-06,116453.1559,65885.12,60,27
ADAP2,0.003792056,0.00283,0.0051,0.00374,0,0,13966,5,9,1.36E-06,118123.9822,65892.2,44,28
DDX59,0.003791275,0.00281,0.00511,0.00374,0,0,13967,5,9,1.36E-06,115311.3043,66208.2857,43,31
MVD,0.003791113,0.00252,0.0057,0.00369,0,0,13968,5,9,9.90E-07,81813.02215,55120.8,23,4
HAO2,0.003789443,0.00276,0.00521,0.00373,0,0,13969,5,9,1.17E-06,117776.4093,66527.6667,38,18
RPS6KL1,0.003787742,0.00276,0.00521,0.00373,0,0,13970,5,9,1.35E-06,102025.5952,63985.25,38,8
TP53INP1,0.003787532,0.00215,0.00664,0.00358,0,0,13971,5,9,3.63E-07,112877.3744,66097.2,12,10
PUS10,0.003787495,0.00289,0.00497,0.00374,0,0,13972,5,9,1.65E-06,113370.6905,64508.9,52,26
RNASE4,0.003787212,0.00197,0.00723,0.00352,0,0,13973,5,9,2.48E-07,119393.5789,65337,9,8
CNPY4,0.003785768,0.00266,0.00538,0.00371,0,0,13974,5,9,9.32E-07,119270.7418,66408.8333,31,12
CYP2F1,0.003785035,0.00262,0.00548,0.0037,0,0,13975,5,9,9.32E-07,107063.2724,63901,28,18
PRSS37,0.003779095,0.00258,0.00555,0.00369,0,0,13976,5,9,8.14E-07,113097.5802,66553.6667,26,12
KRTAP9-9,0.003778387,0.00196,0.00721,0.00351,0,0,13977,5,9,2.47E-07,119573,66738,9,3
